track_name,artist(s)_name,artist_count,album,explicit,popularity,release_date,streams,duration_in_min,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
3D (feat. Jack Harlow),"Jung Kook, Jack Harlow",2,GOLDEN,True,85,2023-11-03,,3.3635333333333333,108,C#,Major,86,89,83,4,0,9,11
Closer to You (feat. Major Lazer),"Jung Kook, Major Lazer",2,GOLDEN,False,86,2023-11-03,,2.8499166666666667,113,D,Minor,79,50,66,12,1,11,5
Seven (feat. Latto) (Explicit Ver.),"Jung Kook, Latto",2,GOLDEN,True,87,2023-11-03,,3.0591833333333334,124,B,Major,79,88,84,32,0,8,5
Standing Next to You,Jung Kook,1,GOLDEN,False,96,2023-11-03,,3.433666666666667,106,D,Minor,72,82,81,5,0,34,10
Yes or No,Jung Kook,1,GOLDEN,False,88,2023-11-03,,2.4592833333333335,83,C#,Major,68,89,84,18,0,8,9
Please Don't Change (feat. DJ Snake),"Jung Kook, DJ Snake",2,GOLDEN,False,87,2023-11-03,,2.44475,114,B,Major,80,77,75,17,1,17,18
Hate You,Jung Kook,1,GOLDEN,False,88,2023-11-03,,2.5706166666666665,79,D,Major,42,25,28,87,0,10,4
Somebody,Jung Kook,1,GOLDEN,False,86,2023-11-03,,2.81,106,C#,Minor,65,26,68,29,0,14,5
Too Sad to Dance,Jung Kook,1,GOLDEN,False,86,2023-11-03,,2.9318666666666666,100,A#,Major,56,57,47,62,0,11,9
Shot Glass of Tears,Jung Kook,1,GOLDEN,False,86,2023-11-03,,2.78745,77,F#,Minor,51,17,40,51,0,9,4
Seven (feat. Latto) (Clean Ver.),"Jung Kook, Latto",2,GOLDEN,False,83,2023-11-03,,3.0591833333333334,124,C#,Minor,79,90,83,28,0,8,5
SORRY,The Kid LAROI,1,THE FIRST TIME,True,74,2023-11-10,,3.2108,79,B,Minor,46,27,83,25,0,38,9
BLEED,The Kid LAROI,1,THE FIRST TIME,False,71,2023-11-10,,2.8331666666666666,174,A#,Minor,57,67,42,65,0,19,3
I THOUGHT THAT I NEEDED YOU,The Kid LAROI,1,THE FIRST TIME,True,71,2023-11-10,,2.8536166666666665,80,F,Major,59,50,73,1,0,13,12
WHERE DO YOU SLEEP?,The Kid LAROI,1,THE FIRST TIME,True,69,2023-11-10,,3.205233333333333,89,A,Major,36,40,61,4,0,36,6
TOO MUCH,"The Kid LAROI, Jung Kook, Central Cee",3,THE FIRST TIME,True,70,2023-11-10,,3.39825,94,A#,Minor,76,48,72,27,0,16,20
TEAR ME APART,The Kid LAROI,1,THE FIRST TIME,False,68,2023-11-10,,1.9151333333333334,94,D,Major,65,69,50,77,0,20,7
STRANGERS (Interlude),The Kid LAROI,1,THE FIRST TIME,False,31,2023-11-10,,0.43293333333333334,68,G,Major,28,48,56,97,97,78,91
NIGHTS LIKE THIS,The Kid LAROI,1,THE FIRST TIME,False,68,2023-11-10,,1.4497333333333333,142,F#,Major,49,12,76,2,1,15,4
WHAT'S THE MOVE? (feat. Future and BabyDrill),"The Kid LAROI, Future, BabyDrill",3,THE FIRST TIME,True,68,2023-11-10,,3.3257833333333333,144,C#,Major,53,15,56,4,0,38,8
STRANGERS PT 2 (Interlude),The Kid LAROI,1,THE FIRST TIME,False,63,2023-11-10,,0.7250333333333333,98,C#,Major,50,44,28,99,0,26,14
CALL ME INSTEAD (feat. Youngboy Never Broke Again & Robert Glasper),"The Kid LAROI, YoungBoy Never Broke Again, Robert Glasper",3,THE FIRST TIME,True,67,2023-11-10,,3.2963666666666667,92,C#,Major,65,25,41,95,1,23,3
DESERVE YOU,The Kid LAROI,1,THE FIRST TIME,True,67,2023-11-10,,2.6262166666666666,137,B,Major,60,49,62,37,1,54,6
WHAT WENT WRONG???,The Kid LAROI,1,THE FIRST TIME,True,67,2023-11-10,,2.6233833333333334,77,D,Major,56,34,58,4,0,17,9
THE LINE (feat. d4vd),"The Kid LAROI, d4vd",2,THE FIRST TIME,False,68,2023-11-10,,2.5342,91,G,Minor,67,69,36,84,0,32,5
WHAT JUST HAPPENED,The Kid LAROI,1,THE FIRST TIME,True,67,2023-11-10,,2.712083333333333,170,A#,Major,59,48,59,9,0,35,5
YOU,The Kid LAROI,1,THE FIRST TIME,True,66,2023-11-10,,2.276116666666667,95,D,Major,71,54,62,31,0,26,3
LOVE AGAIN,The Kid LAROI,1,THE FIRST TIME,False,65,2023-11-10,,2.4411,107,B,Minor,59,37,46,45,0,12,3
WHERE DOES YOUR SPIRIT GO?,The Kid LAROI,1,THE FIRST TIME,True,64,2023-11-10,,3.4281166666666665,100,D,Major,45,36,38,56,0,16,4
YOU NEVER FORGET YOUR FIRST TIME...,The Kid LAROI,1,THE FIRST TIME,False,61,2023-11-10,,2.0811,66,A,Major,48,4,14,92,22,16,32
KIDS ARE GROWING UP,The Kid LAROI,1,THE FIRST TIME,True,63,2023-11-10,,4.342933333333334,165,C#,Minor,63,76,64,49,1,11,35
What Am I Gonna Do,Chris Stapleton,1,Higher,False,71,2023-11-10,,3.028,125,C,Major,62,45,52,39,1,11,4
South Dakota,Chris Stapleton,1,Higher,False,67,2023-11-10,,4.69755,75,A,Minor,67,63,39,5,28,31,3
Trust,Chris Stapleton,1,Higher,False,66,2023-11-10,,3.39,173,A,Major,52,54,30,74,0,21,4
It Takes A Woman,Chris Stapleton,1,Higher,False,66,2023-11-10,,4.11645,115,C,Major,58,22,15,72,1,15,5
The Fire,Chris Stapleton,1,Higher,False,66,2023-11-10,,3.75045,92,G,Minor,56,19,44,84,48,11,3
Think I'm In Love With You,Chris Stapleton,1,Higher,False,66,2023-11-10,,3.7133333333333334,91,F#,Minor,68,61,42,19,22,14,4
Loving You On My Mind,Chris Stapleton,1,Higher,False,66,2023-11-10,,3.484,133,A,Major,66,50,43,4,10,11,3
White Horse,Chris Stapleton,1,Higher,False,67,2023-11-10,,4.464883333333334,145,C#,Minor,36,23,77,1,60,11,5
Higher,Chris Stapleton,1,Higher,False,66,2023-11-10,,4.0411166666666665,122,G#,Major,52,10,22,18,17,28,4
The Bottom,Chris Stapleton,1,Higher,False,65,2023-11-10,,4.104666666666667,112,E,Major,65,64,72,2,1,11,3
The Day I Die,Chris Stapleton,1,Higher,False,64,2023-11-10,,4.099116666666666,133,A#,Major,54,24,37,11,1,8,4
Crosswind,Chris Stapleton,1,Higher,False,63,2023-11-10,,3.3986666666666667,89,G,Major,55,62,75,1,64,12,4
Weight Of Your World,Chris Stapleton,1,Higher,False,63,2023-11-10,,3.9026666666666667,77,A,Major,55,31,31,37,1,12,3
Mountains Of My Mind,Chris Stapleton,1,Higher,False,63,2023-11-10,,4.421116666666666,160,G#,Major,55,41,6,90,1,12,4
Work Boots,Cody Johnson,1,Leather,False,65,2023-11-03,,2.816883333333333,82,D,Major,64,59,68,4,0,17,5
Double Down,Cody Johnson,1,Leather,False,65,2023-11-03,,3.1573333333333333,148,C#,Major,63,24,57,5,1,11,4
Watching My Old Flame,Cody Johnson,1,Leather,False,64,2023-11-03,,3.4306666666666668,149,C,Major,46,24,52,24,1,11,3
That's Texas,Cody Johnson,1,Leather,False,63,2023-11-03,,2.7188833333333333,100,C#,Major,69,73,89,1,0,9,5
Dirt Cheap,Cody Johnson,1,Leather,False,71,2023-11-03,,3.989116666666667,120,C#,Major,62,27,51,12,0,11,4
Jesus Loves You,Cody Johnson,1,Leather,False,65,2023-11-03,,4.856,139,G,Major,55,29,79,2,0,10,5
Whiskey Bent (feat. Jelly Roll),"Cody Johnson, Jelly Roll",2,Leather,False,68,2023-11-03,,3.26755,79,E,Major,56,17,35,43,0,23,3
Leather,Cody Johnson,1,Leather,False,68,2023-11-03,,3.2331166666666666,159,F,Major,49,44,60,12,1,27,3
People In The Back,Cody Johnson,1,Leather,False,64,2023-11-03,,2.65,169,E,Major,52,70,85,11,0,5,9
Long Live Country Music (feat. Brooks & Dunn),"Cody Johnson, Brooks & Dunn",2,Leather,False,64,2023-11-03,,3.40555,133,G,Major,57,35,87,1,0,26,4
The Painter,Cody Johnson,1,Leather,False,66,2023-11-03,,3.52355,97,D,Major,52,27,71,5,1,11,4
Make Me A Mop,Cody Johnson,1,Leather,False,62,2023-11-03,,3.268666666666667,136,D,Major,65,54,19,91,0,11,4
Angel Numbers / Ten Toes,Chris Brown,1,11:11,True,73,2023-11-10,,5.114116666666667,157,E,Minor,41,10,50,20,0,18,6
Sensational (feat. Davido & Lojay),"Chris Brown, Davido, Lojay",3,11:11,True,70,2023-11-10,,3.8518166666666667,100,F#,Major,78,80,61,11,0,12,13
Press Me,Chris Brown,1,11:11,True,71,2023-11-10,,2.126933333333333,93,F,Minor,54,41,65,3,0,7,37
That's On You (feat. Future),"Chris Brown, Future",2,11:11,True,70,2023-11-10,,4.3853333333333335,177,F,Minor,48,53,73,21,0,14,21
Feel Something,Chris Brown,1,11:11,False,68,2023-11-10,,3.2006833333333335,119,G#,Major,65,18,51,2,0,12,4
Best Ever (feat. Maeta),"Chris Brown, Maeta",2,11:11,False,67,2023-11-10,,2.548566666666667,139,A,Minor,79,25,56,32,86,11,15
No One Else (feat. Fridayy),"Chris Brown, Fridayy",2,11:11,False,70,2023-11-10,,3.724683333333333,119,F#,Minor,70,30,80,6,1,13,5
Shooter,Chris Brown,1,11:11,False,68,2023-11-10,,3.510466666666667,110,A#,Minor,54,33,78,14,1,11,8
Nightmares (feat. Byron Messia),"Chris Brown, Byron Messia",2,11:11,True,67,2023-11-10,,2.5166166666666667,101,F#,Minor,65,31,47,27,0,10,18
Very Special,Chris Brown,1,11:11,False,65,2023-11-10,,3.5615666666666668,119,E,Minor,68,29,93,9,1,27,7
Messed Up,Chris Brown,1,11:11,True,66,2023-11-10,,2.8891666666666667,99,F#,Major,63,26,56,4,0,12,5
Midnight Freak,Chris Brown,1,11:11,True,65,2023-11-10,,2.7291666666666665,100,C#,Major,46,54,61,12,0,10,10
Moonlight,Chris Brown,1,11:11,False,65,2023-11-10,,3.19065,77,F,Minor,45,60,77,6,0,17,8
Bouncing / G5,Chris Brown,1,11:11,False,65,2023-11-10,,2.94285,88,G,Minor,43,17,57,20,0,13,18
Make Up Your Mind,Chris Brown,1,11:11,True,65,2023-11-10,,2.5761,151,G#,Major,70,23,54,13,0,21,9
Stutter,Chris Brown,1,11:11,True,66,2023-11-10,,2.8583333333333334,90,F,Minor,67,51,62,4,0,11,5
Need A Friend,Chris Brown,1,11:11,True,64,2023-11-10,,3.2125,159,F,Minor,64,43,64,11,0,12,5
Summer Too Hot,Chris Brown,1,11:11,True,62,2023-11-10,,3.1292666666666666,89,B,Minor,71,27,70,22,1,19,6
Feelings Don't Lie,Chris Brown,1,11:11,True,63,2023-11-10,,2.3133,90,A#,Major,61,68,60,7,0,14,18
Red Flags,Chris Brown,1,11:11,True,64,2023-11-10,,2.8066666666666666,75,F,Minor,71,48,54,10,0,14,6
Closer,Chris Brown,1,11:11,True,63,2023-11-10,,2.1953833333333335,87,E,Minor,49,22,64,4,0,12,11
Views,Chris Brown,1,11:11,True,63,2023-11-10,,2.50285,143,F,Major,72,40,54,5,0,16,9
Free Sex,YoungBoy Never Broke Again,1,Decided 2,True,62,2023-11-10,,2.9718833333333334,140,C#,Minor,71,13,54,1,1,29,5
Wrong,YoungBoy Never Broke Again,1,Decided 2,True,60,2023-11-10,,3.033933333333333,87,A,Minor,56,27,68,13,0,27,49
Bop,YoungBoy Never Broke Again,1,Decided 2,True,59,2023-11-10,,3.4037333333333333,160,G,Major,76,61,72,4,0,13,35
My Address Public,YoungBoy Never Broke Again,1,Decided 2,True,60,2023-11-10,,3.0002166666666668,160,F,Minor,58,68,79,10,0,23,20
Life N Glory,YoungBoy Never Broke Again,1,Decided 2,True,60,2023-11-10,,4.8274,86,D,Major,67,50,78,12,0,37,37
Came A Long Way,YoungBoy Never Broke Again,1,Decided 2,True,61,2023-11-10,,2.71515,109,F,Major,58,58,60,67,0,11,40
Better Than Ever (feat. Rod Wave),"YoungBoy Never Broke Again, Rod Wave",2,Decided 2,True,66,2023-11-10,,4.050633333333334,157,C,Major,64,12,66,3,0,10,27
Play With Us,YoungBoy Never Broke Again,1,Decided 2,True,59,2023-11-10,,4.450333333333333,151,F#,Minor,68,77,84,13,0,19,30
Now Who,YoungBoy Never Broke Again,1,Decided 2,True,57,2023-11-10,,3.08965,72,D#,Minor,69,56,76,3,0,11,21
My Body,YoungBoy Never Broke Again,1,Decided 2,True,57,2023-11-10,,3.1163666666666665,76,C#,Major,47,35,48,16,0,10,46
I'm A Demon,YoungBoy Never Broke Again,1,Decided 2,True,58,2023-11-10,,2.8493166666666667,145,C#,Minor,72,22,63,20,0,12,19
Choppa Gizzle,YoungBoy Never Broke Again,1,Decided 2,True,57,2023-11-10,,2.391583333333333,83,C,Minor,65,61,89,6,0,6,37
Bigger & Better,YoungBoy Never Broke Again,1,Decided 2,True,57,2023-11-10,,2.9762333333333335,85,C#,Minor,64,11,66,3,0,10,35
Guitar Hero,YoungBoy Never Broke Again,1,Decided 2,True,58,2023-11-10,,2.6666666666666665,149,C#,Major,70,35,58,11,1,17,25
Deep Down,YoungBoy Never Broke Again,1,Decided 2,True,56,2023-11-10,,3.3684166666666666,152,C,Minor,66,81,77,21,0,48,35
Guapi,YoungBoy Never Broke Again,1,Decided 2,True,57,2023-11-10,,3.158166666666667,152,C,Major,66,33,61,25,0,11,13
Freestyle,YoungBoy Never Broke Again,1,Decided 2,True,55,2023-11-10,,6.1790666666666665,145,D,Minor,62,60,77,38,0,24,10
Don't Hurt Me,YoungBoy Never Broke Again,1,Decided 2,True,57,2023-11-10,,3.5692333333333335,130,A,Major,62,36,43,16,0,13,24
